No,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,Regional,Mega
858,Hatterene,Hatterene,8,2.1,5.1,Psychic,Fairy,Healer,Anticipation,Magic Bounce,0.0,100.0,0,20,Fairy,,45,255,1250000,Ordinary,57,90,95,136,103,29,510,0,0
859,Impidimp,Impidimp,8,0.4,5.5,Dark,Fairy,Prankster,Frisk,Pickpocket,100.0,0.0,0,20,Fairy,Human-Like,255,53,1000000,Ordinary,45,45,30,55,40,50,265,0,0
860,Morgrem,Morgrem,8,0.8,12.5,Dark,Fairy,Prankster,Frisk,Pickpocket,100.0,0.0,0,20,Fairy,Human-Like,120,130,1000000,Ordinary,65,60,45,75,55,70,370,0,0
861,Grimmsnarl,Grimmsnarl,8,1.5,61.0,Dark,Fairy,Prankster,Frisk,Pickpocket,100.0,0.0,0,20,Fairy,Human-Like,45,255,1000000,Ordinary,95,120,65,95,75,60,510,0,0
862,Obstagoon,Obstagoon,8,1.6,46.0,Dark,Normal,Reckless,Guts,Defiant,50.0,50.0,0,15,Ground,,45,260,1000000,Ordinary,93,90,101,60,81,95,520,0,0
863,Perrserker,Perrserker,8,0.8,28.0,Steel,,Battle Armor,Tough Claws,Steely Spirit,50.0,50.0,0,20,Ground,,90,154,1000000,Ordinary,70,110,100,50,60,50,440,0,0
864,Cursola,Cursola,8,1.0,0.4,Ghost,,Weak Armor,,Perish Body,25.0,75.0,0,20,Water1,Water3,30,179,800000,Ordinary,60,95,50,145,130,30,510,0,0
865,Sirfetch'd,Sirfetch'd,8,0.8,117.0,Fighting,,Steadfast,,Scrappy,50.0,50.0,0,20,Flying,Ground,45,177,1000000,Ordinary,62,135,95,68,82,65,507,0,0
866,Mr. Rime,Mr. Rime,8,1.5,58.2,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,50.0,50.0,0,25,Human-Like,,45,182,1000000,Ordinary,80,85,75,110,100,70,520,0,0
867,Runerigus,Runerigus,8,1.6,66.6,Ground,Ghost,Wandering Spirit,,,50.0,50.0,0,25,Mineral,Amorphous,90,169,1000000,Ordinary,58,95,145,50,105,30,483,0,0
868,Milcery,Milcery,8,0.2,0.3,Fairy,,Sweet Veil,,Aroma Veil,0.0,100.0,0,20,Fairy,Amorphous,200,54,1000000,Ordinary,45,40,40,50,61,34,270,0,0
869,Alcremie,Alcremie,8,0.3,0.5,Fairy,,Sweet Veil,,Aroma Veil,0.0,100.0,0,20,Fairy,Amorphous,100,173,1000000,Ordinary,65,60,75,110,121,64,495,0,0
870,Falinks,Falinks,8,3.0,62.0,Fighting,,Battle Armor,,Defiant,0.0,0.0,100,25,Fairy,Mineral,45,165,1000000,Ordinary,65,100,100,70,60,75,470,0,0
871,Pincurchin,Pincurchin,8,0.3,1.0,Electric,,Lightning Rod,,Electric Surge,50.0,50.0,0,20,Water1,Amorphous,75,152,1000000,Ordinary,48,101,95,91,85,15,435,0,0
872,Snom,Snom,8,0.3,3.8,Ice,Bug,Shield Dust,,Ice Scales,50.0,50.0,0,20,Bug,,190,37,1000000,Ordinary,30,25,35,45,30,20,185,0,0
873,Frosmoth,Frosmoth,8,1.3,42.0,Ice,Bug,Shield Dust,,Ice Scales,50.0,50.0,0,20,Bug,,75,166,1000000,Ordinary,70,65,60,125,90,65,475,0,0
874,Stonjourner,Stonjourner,8,2.5,520.0,Rock,,Power Spot,,,50.0,50.0,0,25,Mineral,,60,165,1250000,Ordinary,100,125,135,20,20,70,470,0,0
875,Eiscue,Eiscue Ice Face,8,1.4,89.0,Ice,,Ice Face,,,50.0,50.0,0,25,Water1,Ground,60,165,1250000,Ordinary,75,80,110,65,90,50,470,0,0
876,Indeedee,Indeedee Male,8,0.9,28.0,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,100.0,0.0,0,40,Fairy,,30,166,800000,Ordinary,60,65,55,105,95,95,475,0,0
877,Morpeko,Morpeko Full Berry Mode,8,0.3,3.0,Electric,Dark,Hunger Switch,,,50.0,50.0,0,10,Ground,Fairy,180,153,1000000,Ordinary,58,95,58,70,58,97,436,0,0
878,Cufant,Cufant,8,1.2,100.0,Steel,,Sheer Force,,Heavy Metal,50.0,50.0,0,25,Ground,Mineral,190,66,1000000,Ordinary,72,80,49,40,49,40,330,0,0
879,Copperajah,Copperajah,8,3.0,650.0,Steel,,Sheer Force,,Heavy Metal,50.0,50.0,0,25,Ground,Mineral,90,175,1000000,Ordinary,122,130,69,80,69,30,500,0,0
880,Dracozolt,Dracozolt,8,1.8,190.0,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,0.0,0.0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,100,90,80,70,75,505,0,0
881,Arctozolt,Arctozolt,8,2.3,150.0,Electric,Ice,Volt Absorb,Static,Slush Rush,0.0,0.0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,100,90,90,80,55,505,0,0
882,Dracovish,Dracovish,8,2.3,215.0,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,0.0,0.0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,90,100,70,80,75,505,0,0
883,Arctovish,Arctovish,8,2.0,175.0,Water,Ice,Water Absorb,Ice Body,Slush Rush,0.0,0.0,100,35,Undiscovered,,45,177,1250000,Ordinary,90,90,100,80,90,55,505,0,0
884,Duraludon,Duraludon,8,1.8,40.0,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,50.0,50.0,0,30,Mineral,Dragon,45,187,1000000,Ordinary,70,95,115,120,50,85,535,0,0
885,Dreepy,Dreepy,8,0.5,2.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,50.0,50.0,0,40,Amorphous,Dragon,45,54,1250000,Ordinary,28,60,30,40,30,82,270,0,0
886,Drakloak,Drakloak,8,1.4,11.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,50.0,50.0,0,40,Amorphous,Dragon,45,144,1250000,Ordinary,68,80,50,60,50,102,410,0,0
887,Dragapult,Dragapult,8,3.0,50.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,50.0,50.0,0,40,Amorphous,Dragon,45,300,1250000,Ordinary,88,120,75,100,75,142,600,0,0
888,Zacian,Zacian Hero of Many Battles,8,2.8,110.0,Fairy,,Intrepid Sword,,,0.0,0.0,100,120,Undiscovered,,10,330,1250000,Legendary,92,120,115,80,115,138,660,0,0
889,Zamazenta,Zamazenta Hero of Many Battles,8,2.9,210.0,Fighting,,Dauntless Shield,,,0.0,0.0,100,120,Undiscovered,,10,330,1250000,Legendary,92,120,115,80,115,138,660,0,0
890,Eternatus,Eternatus,8,20.0,950.0,Poison,Dragon,Pressure,,,0.0,0.0,100,120,Undiscovered,,255,345,1250000,Legendary,140,85,95,145,95,130,690,0,0
891,Kubfu,Kubfu,8,0.6,12.0,Fighting,,Inner Focus,,No Guard,87.5,12.5,0,120,Undiscovered,,3,77,1250000,Semi-Legendary,60,90,60,53,50,72,385,0,0
892,Urshifu,Urshifu Single Strike Style,8,1.9,105.0,Fighting,Dark,Unseen Fist,,,87.5,12.5,0,120,Undiscovered,,3,275,1250000,Semi-Legendary,100,130,100,63,60,97,550,0,0
893,Zarude,Zarude,8,1.8,70.0,Dark,Grass,Leaf Guard,,,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,105,120,105,70,95,105,600,0,0
894,Regieleki,Regieleki,8,1.2,145.0,Electric,,Transistor,,,0.0,0.0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,80,100,50,100,50,200,580,0,0
895,Regidrago,Regidrago,8,2.1,200.0,Dragon,,Dragon's Maw,,,0.0,0.0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,200,100,50,100,50,80,580,0,0
896,Glastrier,Glastrier,8,2.2,800.0,Ice,,Chilling Neigh,,,0.0,0.0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,100,145,130,65,110,30,580,0,0
897,Spectrier,Spectrier,8,2.0,44.5,Ghost,,Grim Neigh,,,0.0,0.0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,100,65,60,145,80,130,580,0,0
898,Calyrex,Calyrex,8,1.1,7.7,Psychic,Grass,Unnerve,,,0.0,0.0,100,120,Undiscovered,,3,250,1250000,Legendary,100,80,80,80,80,80,500,0,0
899,Wyrdeer,Wyrdeer,8,1.8,95.1,Normal,Psychic,Intimidate,Frisk,Sap Sipper,50.0,50.0,0,20,Ground,,45,263,1250000,Ordinary,103,105,72,105,75,65,525,0,0
900,Kleavor,Kleavor,8,1.8,89.0,Bug,Rock,Swarm,Sheer Force,Sharpness,50.0,50.0,0,20,Bug,,15,175,1000000,Ordinary,70,130,95,45,75,85,500,0,0
901,Ursaluna,Ursaluna,8,2.4,290.0,Ground,Normal,Guts,Bulletproof,Unnerve,50.0,50.0,0,20,Ground,,20,275,1000000,Ordinary,130,140,105,45,80,50,550,0,0
902,Basculegion,Basculegion Male,8,3.0,110.0,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,100.0,0.0,0,20,Water2,,45,265,1000000,Ordinary,120,112,65,80,75,78,530,0,0
903,Sneasler,Sneasler,8,1.3,43.0,Fighting,Poison,Pressure,Unburden,Poison Touch,50.0,50.0,0,20,Ground,,20,102,1059860,Ordinary,80,130,60,40,80,120,510,0,0
904,Overqwil,Overqwil,8,2.5,60.5,Dark,Poison,Poison Point,Swift Swim,Intimidate,50.0,50.0,0,20,Water2,,45,179,1000000,Ordinary,85,115,95,65,65,85,510,0,0
905,Enamorus,Enamorus Incarnate Style,8,1.6,48.0,Fairy,Flying,Cute Charm,,Contrary,0.0,100.0,0,20,Undiscovered,,3,116,1250000,Semi-Legendary,74,115,70,135,80,106,580,0,0
906,Sprigatito,Sprigatito,9,0.4,4.1,Grass,,Overgrow,,Protean,87.5,12.5,0,20,Ground,Grass,45,62,1059860,Ordinary,40,61,54,45,45,65,310,0,0
907,Floragato,Floragato,9,0.9,12.2,Grass,,Overgrow,,Protean,87.5,12.5,0,20,Ground,Grass,45,144,1059860,Ordinary,61,80,63,60,63,83,410,0,0
908,Meowscarada,Meowscarada,9,1.5,31.2,Grass,Dark,Overgrow,,Protean,87.5,12.5,0,20,Ground,Grass,45,265,1059860,Ordinary,76,110,70,81,70,123,530,0,0
909,Fuecoco,Fuecoco,9,0.4,9.8,Fire,,Blaze,,Unaware,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,67,45,59,63,40,36,310,0,0
910,Crocalor,Crocalor,9,1.0,30.7,Fire,,Blaze,,Unaware,87.5,12.5,0,20,Ground,,45,144,1059860,Ordinary,81,55,78,90,58,49,411,0,0
911,Skeledirge,Skeledirge,9,1.6,326.5,Fire,Ghost,Blaze,,Unaware,87.5,12.5,0,20,Ground,,45,265,1059860,Ordinary,104,75,100,110,75,66,530,0,0
912,Quaxly,Quaxly,9,0.5,6.1,Water,,Torrent,,Moxie,87.5,12.5,0,20,Flying,Water1,45,62,1059860,Ordinary,55,65,45,50,45,50,310,0,0
913,Quaxwell,Quaxwell,9,1.2,21.5,Water,,Torrent,,Moxie,87.5,12.5,0,20,Flying,Water1,45,144,1059860,Ordinary,70,85,65,65,60,65,410,0,0
914,Quaquaval,Quaquaval,9,1.8,61.9,Water,Fighting,Torrent,,Moxie,87.5,12.5,0,20,Flying,Water1,45,265,1059860,Ordinary,85,120,80,85,75,85,530,0,0
915,Lechonk,Lechonk,9,0.5,10.2,Normal,,Aroma Veil,Gluttony,Thick Fat,50.0,50.0,0,15,Ground,,255,51,1000000,Ordinary,54,45,40,35,45,35,254,0,0
916,Oinkologne,Oinkologne,9,1.0,120.0,Normal,,Lingering Aroma,Gluttony,Thick Fat,100.0,0.0,0,15,Ground,,100,171,1000000,Ordinary,110,100,75,59,80,65,489,0,0
917,Tarountula,Tarountula,9,0.3,4.0,Bug,,Insomnia,,Stakeout,50.0,50.0,0,15,Bug,,255,42,600000,Ordinary,35,41,45,29,40,20,210,0,0
918,Spidops,Spidops,9,1.0,16.5,Bug,,Insomnia,,Stakeout,50.0,50.0,0,15,Bug,,120,141,600000,Ordinary,60,79,92,52,86,35,404,0,0
919,Nymble,Nymble,9,0.2,1.0,Bug,,Swarm,,Tinted Lens,50.0,50.0,0,20,Bug,,190,42,1000000,Ordinary,33,46,40,21,25,45,210,0,0
920,Lokix,Lokix,9,1.0,17.5,Bug,Dark,Swarm,,Tinted Lens,50.0,50.0,0,20,Bug,,30,158,1000000,Ordinary,71,102,78,52,55,92,450,0,0
921,Pawmi,Pawmi,9,0.3,2.5,Electric,,Static,Natural Cure,Iron Fist,50.0,50.0,0,15,Ground,,190,48,1000000,Ordinary,45,50,20,40,25,60,240,0,0
922,Pawmo,Pawmo,9,0.4,6.5,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,50.0,50.0,0,15,Ground,,80,123,1000000,Ordinary,60,75,40,50,40,85,350,0,0
923,Pawmot,Pawmot,9,0.9,41.0,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,50.0,50.0,0,15,Ground,,45,245,1000000,Ordinary,70,115,70,70,60,105,490,0,0
924,Tandemaus,Tandemaus,9,0.3,1.8,Normal,,Run Away,Pickup,Own Tempo,0.0,0.0,100,10,Ground,Fairy,150,61,800000,Ordinary,50,50,45,40,45,75,305,0,0
925,Maushold,Maushold Family of Three,9,0.3,2.3,Normal,,Friend Guard,Cheek Pouch,Technician,0.0,0.0,100,10,Ground,Fairy,75,165,800000,Ordinary,74,75,70,65,75,111,470,0,0
926,Fidough,Fidough,9,0.3,10.9,Fairy,,Own Tempo,,Klutz,50.0,50.0,0,20,Ground,Mineral,190,62,1059860,Ordinary,37,55,70,30,55,65,312,0,0
927,Dachsbun,Dachsbun,9,0.5,14.9,Fairy,,Well-Baked Body,,Aroma Veil,50.0,50.0,0,20,Ground,Mineral,90,167,1059860,Ordinary,57,80,115,50,80,95,477,0,0
928,Smoliv,Smoliv,9,0.3,6.5,Grass,Normal,Early Bird,,Harvest,50.0,50.0,0,20,Grass,,255,52,1059860,Ordinary,41,35,45,58,51,30,260,0,0
929,Dolliv,Dolliv,9,0.6,11.9,Grass,Normal,Early Bird,,Harvest,50.0,50.0,0,20,Grass,,120,124,1059860,Ordinary,52,53,60,78,78,33,354,0,0
930,Arboliva,Arboliva,9,1.4,48.2,Grass,Normal,Seed Sower,,Harvest,50.0,50.0,0,20,Grass,,45,255,1059860,Ordinary,78,69,90,125,109,39,510,0,0
931,Squawkabilly,Squawkabilly Green Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Guts,50.0,50.0,0,15,Flying,,190,146,600000,Ordinary,82,96,51,45,51,92,417,0,0
932,Nacli,Nacli,9,0.4,16.0,Rock,,Purifying Salt,Sturdy,Clear Body,50.0,50.0,0,20,Mineral,,255,56,1059860,Ordinary,55,55,75,35,35,25,280,0,0
933,Naclstack,Naclstack,9,0.6,105.0,Rock,,Purifying Salt,Sturdy,Clear Body,50.0,50.0,0,20,Mineral,,120,124,1059860,Ordinary,60,60,100,35,65,35,355,0,0
934,Garganacl,Garganacl,9,2.3,240.0,Rock,,Purifying Salt,Sturdy,Clear Body,50.0,50.0,0,20,Mineral,,45,250,1059860,Ordinary,100,100,130,45,90,35,500,0,0
935,Charcadet,Charcadet,9,0.6,10.5,Fire,,Flash Fire,,Flame Body,50.0,50.0,0,35,Human-Like,,90,51,1250000,Ordinary,40,50,40,50,40,35,255,0,0
936,Armarouge,Armarouge,9,1.5,85.0,Fire,Psychic,Flash Fire,,Weak Armor,50.0,50.0,0,35,Human-Like,,25,263,1250000,Ordinary,85,60,100,125,80,75,525,0,0
937,Ceruledge,Ceruledge,9,1.6,62.0,Fire,Ghost,Flash Fire,,Weak Armor,50.0,50.0,0,35,Human-Like,,25,263,1250000,Ordinary,75,125,80,60,100,85,525,0,0
938,Tadbulb,Tadbulb,9,0.3,0.4,Electric,,Own Tempo,Static,Damp,50.0,50.0,0,20,Water1,,190,54,1000000,Ordinary,61,31,41,59,35,45,272,0,0
939,Bellibolt,Bellibolt,9,1.2,113.0,Electric,,Electromorphosis,Static,Damp,50.0,50.0,0,20,Water1,,50,173,1000000,Ordinary,109,64,91,103,83,45,495,0,0
940,Wattrel,Wattrel,9,0.4,3.6,Electric,Flying,Wind Power,Volt Absorb,Competitive,50.0,50.0,0,20,Water1,Flying,180,56,1059860,Ordinary,40,40,35,55,40,70,280,0,0
941,Kilowattrel,Kilowattrel,9,1.4,38.6,Electric,Flying,Wind Power,Volt Absorb,Competitive,50.0,50.0,0,20,Water1,Flying,90,172,1059860,Ordinary,70,70,60,105,60,125,490,0,0
942,Maschiff,Maschiff,9,0.5,16.0,Dark,,Intimidate,Run Away,Stakeout,50.0,50.0,0,20,Ground,,150,68,1059860,Ordinary,60,78,60,40,51,51,340,0,0
943,Mabosstiff,Mabosstiff,9,1.1,61.0,Dark,,Intimidate,Guard Dog,Stakeout,50.0,50.0,0,20,Ground,,75,177,1059860,Ordinary,80,120,90,60,70,85,505,0,0
944,Shroodle,Shroodle,9,0.2,0.7,Poison,Normal,Unburden,Pickpocket,Prankster,50.0,50.0,0,20,Ground,,190,58,1059860,Ordinary,40,65,35,40,35,75,290,0,0
945,Grafaiai,Grafaiai,9,0.7,27.2,Poison,Normal,Unburden,Poison Touch,Prankster,50.0,50.0,0,20,Ground,,90,170,1059860,Ordinary,63,95,65,80,72,110,485,0,0
946,Bramblin,Bramblin,9,0.6,0.6,Grass,Ghost,Wind Rider,,Infiltrator,50.0,50.0,0,20,Grass,,190,55,1000000,Ordinary,40,65,30,45,35,60,275,0,0
947,Brambleghast,Brambleghast,9,1.2,6.0,Grass,Ghost,Wind Rider,,Infiltrator,50.0,50.0,0,20,Grass,,45,168,1000000,Ordinary,55,115,70,80,70,90,480,0,0
948,Toedscool,Toedscool,9,0.9,33.0,Ground,Grass,Mycelium Might,,,50.0,50.0,0,20,Grass,,190,67,1059860,Ordinary,40,40,35,50,100,70,335,0,0
949,Toedscruel,Toedscruel,9,1.9,58.0,Ground,Grass,Mycelium Might,,,50.0,50.0,0,20,Grass,,90,180,1059860,Ordinary,80,70,65,80,120,100,515,0,0
950,Klawf,Klawf,9,1.3,79.0,Rock,,Anger Shell,Shell Armor,Regenerator,50.0,50.0,0,35,Water3,,120,158,1000000,Ordinary,70,100,115,35,55,75,450,0,0
951,Capsakid,Capsakid,9,0.3,3.0,Grass,,Chlorophyll,Insomnia,Klutz,50.0,50.0,0,20,Grass,,190,61,1000000,Ordinary,50,62,40,62,40,50,304,0,0
952,Scovillain,Scovillain,9,0.9,15.0,Grass,Fire,Chlorophyll,Insomnia,Moody,50.0,50.0,0,20,Grass,,75,170,1000000,Ordinary,65,108,65,108,65,75,486,0,0
953,Rellor,Rellor,9,0.2,1.0,Bug,,Compound Eyes,,Shed Skin,50.0,50.0,0,20,Bug,,190,54,800000,Ordinary,41,50,60,31,58,30,270,0,0
954,Rabsca,Rabsca,9,0.3,3.5,Bug,Psychic,Synchronize,,Telepathy,50.0,50.0,0,20,Bug,,45,165,800000,Ordinary,75,50,85,115,100,45,470,0,0
955,Flittle,Flittle,9,0.2,1.5,Psychic,,Anticipation,Frisk,Speed Boost,50.0,50.0,0,20,Flying,,120,51,1059860,Ordinary,30,35,30,55,30,75,255,0,0
956,Espathra,Espathra,9,1.9,90.0,Psychic,,Opportunist,Frisk,Speed Boost,50.0,50.0,0,20,Flying,,60,168,1059860,Ordinary,95,60,60,101,60,105,481,0,0
957,Tinkatink,Tinkatink,9,0.4,8.9,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,0.0,100.0,0,20,Fairy,,190,59,1059860,Ordinary,50,45,45,35,64,58,297,0,0
958,Tinkatuff,Tinkatuff,9,0.7,59.1,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,0.0,100.0,0,20,Fairy,,90,133,1059860,Ordinary,65,55,55,45,82,78,380,0,0
959,Tinkaton,Tinkaton,9,0.7,112.8,Fairy,Steel,Mold Breaker,Own Tempo,Pickpocket,0.0,100.0,0,20,Fairy,,45,253,1059860,Ordinary,85,75,77,70,105,94,506,0,0
960,Wiglett,Wiglett,9,1.2,1.8,Water,,Gooey,Rattled,Sand Veil,50.0,50.0,0,20,Water3,,255,49,1000000,Ordinary,10,55,25,35,25,95,245,0,0
961,Wugtrio,Wugtrio,9,1.2,5.4,Water,,Gooey,Rattled,Sand Veil,50.0,50.0,0,20,Water3,,50,149,1000000,Ordinary,35,100,50,50,70,120,425,0,0
962,Bombirdier,Bombirdier,9,1.5,42.9,Flying,Dark,Big Pecks,Keen Eye,Rocky Payload,50.0,50.0,0,35,Flying,,25,243,1250000,Ordinary,70,103,85,60,85,82,485,0,0
963,Finizen,Finizen,9,1.3,60.2,Water,,Water Veil,,,50.0,50.0,0,40,Ground,Water2,200,63,1250000,Ordinary,70,45,40,45,40,75,315,0,0
964,Palafin,Palafin Zero Form,9,1.3,60.2,Water,,Zero to Hero,,,50.0,50.0,0,40,Ground,Water2,45,160,1250000,Ordinary,100,70,72,53,62,100,457,0,0
965,Varoom,Varoom,9,1.0,35.0,Steel,Poison,Overcoat,,Slow Start,50.0,50.0,0,20,Mineral,,190,60,1000000,Ordinary,45,70,63,30,45,47,300,0,0
966,Revavroom,Revavroom,9,1.8,120.0,Steel,Poison,Overcoat,,Filter,50.0,50.0,0,20,Mineral,,75,175,1000000,Ordinary,80,119,90,54,67,90,500,0,0
967,Cyclizar,Cyclizar,9,1.6,63.0,Dragon,Normal,Shed Skin,,Regenerator,50.0,50.0,0,30,Ground,,190,175,1059860,Ordinary,70,95,65,85,65,121,501,0,0
968,Orthworm,Orthworm,9,2.5,310.0,Steel,,Earth Eater,,Sand Veil,50.0,50.0,0,35,Ground,,25,240,1250000,Ordinary,70,85,145,60,55,65,480,0,0
969,Glimmet,Glimmet,9,0.7,8.0,Rock,Poison,Toxic Debris,,Corrosion,50.0,50.0,0,30,Mineral,,70,70,1059860,Ordinary,48,35,42,105,60,60,350,0,0
970,Glimmora,Glimmora,9,1.5,45.0,Rock,Poison,Toxic Debris,,Corrosion,50.0,50.0,0,30,Mineral,,25,184,1059860,Ordinary,83,55,90,130,81,86,525,0,0
971,Greavard,Greavard,9,0.6,35.0,Ghost,,Pickup,,Fluffy,50.0,50.0,0,20,Ground,,120,58,1059860,Ordinary,50,61,60,30,55,34,290,0,0
972,Houndstone,Houndstone,9,2.0,15.0,Ghost,,Sand Rush,,Fluffy,50.0,50.0,0,20,Ground,,60,171,1059860,Ordinary,72,101,100,50,97,68,488,0,0
973,Flamigo,Flamigo,9,1.6,37.0,Flying,Fighting,Scrappy,Tangled Feet,Costar,50.0,50.0,0,20,Flying,,100,175,1059860,Ordinary,82,115,74,75,64,90,500,0,0
974,Cetoddle,Cetoddle,9,1.2,45.0,Ice,,Thick Fat,Snow Cloak,Sheer Force,50.0,50.0,0,25,Ground,,150,67,1059860,Ordinary,108,68,45,30,40,43,334,0,0
975,Cetitan,Cetitan,9,4.5,700.0,Ice,,Thick Fat,Slush Rush,Sheer Force,50.0,50.0,0,25,Ground,,50,182,1059860,Ordinary,170,113,65,45,55,73,521,0,0
976,Veluza,Veluza,9,2.5,90.0,Water,Psychic,Mold Breaker,,Sharpness,50.0,50.0,0,20,Water2,,100,167,800000,Ordinary,90,102,73,78,65,70,478,0,0
977,Dondozo,Dondozo,9,12.0,220.0,Water,,Unaware,Oblivious,Water Veil,50.0,50.0,0,40,Water2,,25,265,1250000,Ordinary,150,100,115,65,65,35,530,0,0
978,Tatsugiri,Tatsugiri Curly Form,9,0.3,8.0,Dragon,Water,Commander,,Storm Drain,50.0,50.0,0,35,Water2,,100,166,1059860,Ordinary,68,50,60,120,95,82,475,0,0
979,Annihilape,Annihilape,9,1.2,56.0,Fighting,Ghost,Vital Spirit,Inner Focus,Defiant,50.0,50.0,0,20,Ground,,45,268,1000000,Ordinary,110,115,80,50,90,90,535,0,0
980,Clodsire,Clodsire,9,1.8,223.0,Poison,Ground,Poison Point,Water Absorb,Unaware,50.0,50.0,0,20,Water1,Ground,90,151,1000000,Ordinary,130,75,60,45,100,20,430,0,0
981,Farigiraf,Farigiraf,9,3.2,160.0,Normal,Psychic,Cud Chew,Armor Tail,Sap Sipper,50.0,50.0,0,20,Ground,,45,260,1000000,Ordinary,120,90,70,110,70,60,520,0,0
982,Dudunsparce,Dudunsparce Two-Segment Form,9,3.6,39.2,Normal,,Serene Grace,Run Away,Rattled,50.0,50.0,0,20,Ground,,45,182,1000000,Ordinary,125,100,80,85,75,55,520,0,0
983,Kingambit,Kingambit,9,2.0,120.0,Dark,Steel,Defiant,Supreme Overlord,Pressure,50.0,50.0,0,20,Human-Like,,25,275,1000000,Ordinary,100,135,120,60,85,50,550,0,0
984,Great Tusk,Great Tusk,9,2.2,320.0,Ground,Fighting,Protosynthesis,,,0.0,0.0,100,50,Undiscovered,,30,285,1250000,Semi-Legendary,115,131,131,53,53,87,570,0,0
985,Scream Tail,Scream Tail,9,1.2,8.0,Fairy,Psychic,Protosynthesis,,,0.0,0.0,100,50,Undiscovered,,50,285,1250000,Semi-Legendary,115,65,99,65,115,111,570,0,0
986,Brute Bonnet,Brute Bonnet,9,1.2,21.0,Grass,Dark,Protosynthesis,,,0.0,0.0,100,50,Undiscovered,,50,285,1250000,Semi-Legendary,111,127,99,79,99,55,570,0,0
987,Flutter Mane,Flutter Mane,9,1.4,4.0,Ghost,Fairy,Protosynthesis,,,0.0,0.0,100,50,Undiscovered,,30,285,1250000,Semi-Legendary,55,55,55,135,135,135,570,0,0
988,Slither Wing,Slither Wing,9,3.2,92.0,Bug,Fighting,Protosynthesis,,,0.0,0.0,100,50,Undiscovered,,30,285,1250000,Semi-Legendary,85,135,79,85,105,81,570,0,0
989,Sandy Shocks,Sandy Shocks,9,2.3,60.0,Electric,Ground,Protosynthesis,,,0.0,0.0,100,50,Undiscovered,,30,285,1250000,Semi-Legendary,85,81,97,121,85,101,570,0,0
990,Iron Treads,Iron Treads,9,0.9,240.0,Ground,Steel,Quark Drive,,,0.0,0.0,100,50,Undiscovered,,30,285,1250000,Semi-Legendary,90,112,120,72,70,106,570,0,0
991,Iron Bundle,Iron Bundle,9,0.6,11.0,Ice,Water,Quark Drive,,,0.0,0.0,100,50,Undiscovered,,50,285,1250000,Semi-Legendary,56,80,114,124,60,136,570,0,0
992,Iron Hands,Iron Hands,9,1.8,380.7,Fighting,Electric,Quark Drive,,,0.0,0.0,100,50,Undiscovered,,50,285,1250000,Semi-Legendary,154,140,108,50,68,50,570,0,0
993,Iron Jugulis,Iron Jugulis,9,1.3,111.0,Dark,Flying,Quark Drive,,,0.0,0.0,100,50,Undiscovered,,30,285,1250000,Semi-Legendary,94,80,86,122,80,108,570,0,0
994,Iron Moth,Iron Moth,9,1.2,36.0,Fire,Poison,Quark Drive,,,0.0,0.0,100,50,Undiscovered,,30,285,1250000,Semi-Legendary,80,70,60,140,110,110,570,0,0
995,Iron Thorns,Iron Thorns,9,1.6,303.0,Rock,Electric,Quark Drive,,,0.0,0.0,100,50,Undiscovered,,30,285,1250000,Semi-Legendary,100,134,110,70,84,72,570,0,0
996,Frigibax,Frigibax,9,0.5,17.0,Dragon,Ice,Thermal Exchange,,Ice Body,50.0,50.0,0,40,Dragon,Mineral,45,64,1250000,Ordinary,65,75,45,35,45,55,320,0,0
997,Arctibax,Arctibax,9,0.8,30.0,Dragon,Ice,Thermal Exchange,,Ice Body,50.0,50.0,0,40,Dragon,Mineral,25,148,1250000,Ordinary,90,95,66,45,65,62,423,0,0
